Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
467-15-4661,A,Naypyitaw,Member,Female,Electronic accessories,50.91,2,5.091,106.911,05/25/2019,15:57,Ewallet,101.82,4.761905,5.091,9.0
375-33-8939,A,Mandalay,Normal,Female,Health and beauty,54.18,9,24.381,512.001,08/27/2019,04:23,Ewallet,487.62,4.761905,24.381,7.3
838-40-7315,B,Mandalay,Member,Female,Sports and travel,44.36,4,8.872,186.312,05/28/2019,03:59,Cash,177.44,4.761905,8.872,4.1
827-40-3749,B,Mandalay,Normal,Male,Electronic accessories,77.02,5,19.255,404.355,07/12/2019,00:03,Credit card,385.1,4.761905,19.255,6.1
546-68-8921,C,Yangon,Normal,Female,Home and lifestyle,87.03,3,13.0545,274.1445,10/26/2019,06:32,Cash,261.09,4.761905,13.0545,6.9
835-54-4859,C,Naypyitaw,Normal,Male,Fashion accessories,85.1,10,42.55,893.55,09/24/2019,10:10,Cash,851.0,4.761905,42.55,6.2
812-32-8700,B,Naypyitaw,Member,Male,Home and lifestyle,10.92,1,0.546,11.466,04/01/2019,12:19,Ewallet,10.92,4.761905,0.546,10.0
950-48-2150,B,Yangon,Normal,Female,Home and lifestyle,58.62,5,14.655,307.755,04/30/2019,04:18,Cash,293.1,4.761905,14.655,8.4
730-18-8975,B,Mandalay,Normal,Male,Electronic accessories,65.99,8,26.396,554.316,10/28/2019,23:34,Ewallet,527.92,4.761905,26.396,4.8
532-94-8563,B,Mandalay,Member,Male,Sports and travel,16.95,2,1.695,35.595,08/12/2019,02:26,Cash,33.9,4.761905,1.695,8.1
830-16-9992,A,Yangon,Member,Male,Sports and travel,53.15,6,15.945,334.845,12/08/2019,02:26,Ewallet,318.9,4.761905,15.945,5.4
697-82-9195,B,Mandalay,Normal,Male,Sports and travel,96.8,3,14.52,304.92,02/11/2019,05:36,Ewallet,290.4,4.761905,14.52,8.1
225-26-6108,C,Yangon,Member,Male,Sports and travel,43.49,10,21.745,456.645,12/28/2019,07:22,Cash,434.9,4.761905,21.745,7.0
723-31-5715,C,Naypyitaw,Member,Male,Food and beverages,34.23,2,3.423,71.883,02/08/2019,23:12,Credit card,68.46,4.761905,3.423,9.8
268-96-4802,C,Naypyitaw,Member,Female,Home and lifestyle,32.96,1,1.648,34.608,12/01/2019,12:28,Cash,32.96,4.761905,1.648,4.7
705-16-1672,C,Mandalay,Normal,Female,Electronic accessories,26.14,10,13.07,274.47,10/23/2019,11:44,Cash,261.4,4.761905,13.07,4.5
226-45-6922,B,Naypyitaw,Normal,Male,Fashion accessories,75.43,7,26.4005,554.4105,02/10/2019,18:53,Cash,528.01,4.761905,26.4005,5.5
827-42-7473,B,Yangon,Member,Male,Sports and travel,53.05,2,5.305,111.405,09/06/2019,08:23,Ewallet,106.1,4.761905,5.305,4.1
490-90-2601,A,Yangon,Member,Male,Sports and travel,44.58,8,17.832,374.472,11/05/2019,19:23,Ewallet,356.64,4.761905,17.832,9.8
771-33-9236,B,Naypyitaw,Member,Male,Sports and travel,23.93,6,7.179,150.759,08/15/2019,19:55,Credit card,143.58,4.761905,7.179,7.2
235-90-4646,B,Mandalay,Member,Male,Home and lifestyle,18.9,7,6.615,138.915,11/22/2019,08:09,Credit card,132.3,4.761905,6.615,7.9
636-94-1282,A,Yangon,Member,Male,Home and lifestyle,52.04,4,10.408,218.568,12/31/2019,15:53,Cash,208.16,4.761905,10.408,5.7
657-75-1340,B,Naypyitaw,Normal,Female,Fashion accessories,94.82,6,28.446,597.366,10/01/2019,07:54,Ewallet,568.92,4.761905,28.446,8.9
443-87-1425,B,Naypyitaw,Normal,Male,Fashion accessories,86.49,4,17.298,363.258,05/09/2019,23:16,Cash,345.96,4.761905,17.298,9.7
503-46-6508,B,Naypyitaw,Normal,Female,Home and lifestyle,85.07,2,8.507,178.647,04/07/2019,17:29,Ewallet,170.14,4.761905,8.507,9.4
342-45-8438,A,Mandalay,Normal,Male,Fashion accessories,43.38,8,17.352,364.392,02/17/2019,17:20,Cash,347.04,4.761905,17.352,7.8
903-47-7681,A,Naypyitaw,Normal,Male,Fashion accessories,39.45,4,7.89,165.69,04/14/2019,04:50,Credit card,157.8,4.761905,7.89,9.3
377-55-6530,C,Mandalay,Member,Female,Health and beauty,10.24,1,0.512,10.752,03/26/2019,21:03,Credit card,10.24,4.761905,0.512,4.4
597-58-6014,C,Naypyitaw,Normal,Female,Food and beverages,11.03,8,4.412,92.652,01/30/2019,09:22,Cash,88.24,4.761905,4.412,8.1
670-49-4106,C,Mandalay,Member,Male,Home and lifestyle,24.07,3,3.6105,75.8205,10/20/2019,23:39,Cash,72.21,4.761905,3.6105,7.6
349-13-7235,B,Naypyitaw,Member,Male,Health and beauty,64.86,3,9.729,204.309,06/14/2019,22:43,Credit card,194.58,4.761905,9.729,9.3
117-13-3623,C,Naypyitaw,Member,Female,Home and lifestyle,51.15,7,17.9025,375.9525,12/22/2019,10:15,Cash,358.05,4.761905,17.9025,5.2
535-67-4367,A,Naypyitaw,Member,Male,Electronic accessories,53.95,4,10.79,226.59,02/03/2019,04:00,Credit card,215.8,4.761905,10.79,9.5
721-62-2484,A,Yangon,Member,Male,Sports and travel,36.86,6,11.058,232.218,06/01/2019,17:28,Credit card,221.16,4.761905,11.058,9.2
984-65-6592,B,Naypyitaw,Member,Male,Food and beverages,98.07,3,14.7105,308.9205,12/09/2019,13:44,Cash,294.21,4.761905,14.7105,7.7
781-74-3221,B,Naypyitaw,Normal,Female,Sports and travel,28.22,7,9.877,207.417,06/17/2019,13:28,Ewallet,197.54,4.761905,9.877,8.2
839-48-7158,C,Mandalay,Member,Female,Electronic accessories,30.86,1,1.543,32.403,12/23/2019,13:00,Ewallet,30.86,4.761905,1.543,8.9
939-90-7743,C,Mandalay,Normal,Female,Home and lifestyle,45.87,5,11.4675,240.8175,04/02/2019,13:19,Credit card,229.35,4.761905,11.4675,4.7
431-30-6086,B,Mandalay,Normal,Male,Sports and travel,15.92,3,2.388,50.148,12/04/2019,02:14,Credit card,47.76,4.761905,2.388,4.4
945-97-6661,B,Naypyitaw,Normal,Female,Health and beauty,65.61,4,13.122,275.562,03/07/2019,23:39,Ewallet,262.44,4.761905,13.122,7.5
289-69-4720,B,Yangon,Normal,Male,Health and beauty,75.37,4,15.074,316.554,11/06/2019,01:16,Credit card,301.48,4.761905,15.074,9.1
980-39-1315,B,Mandalay,Member,Female,Health and beauty,58.01,6,17.403,365.463,08/17/2019,21:16,Cash,348.06,4.761905,17.403,8.4
341-28-7091,C,Yangon,Member,Male,Food and beverages,95.4,8,38.16,801.36,10/20/2019,16:25,Credit card,763.2,4.761905,38.16,7.4
125-44-7732,A,Mandalay,Member,Male,Health and beauty,20.49,4,4.098,86.058,07/13/2019,09:54,Ewallet,81.96,4.761905,4.098,4.3
109-67-1903,B,Mandalay,Normal,Female,Food and beverages,15.71,9,7.0695,148.4595,03/24/2019,09:59,Credit card,141.39,4.761905,7.0695,7.7
292-14-2614,B,Naypyitaw,Member,Female,Sports and travel,65.33,4,13.066,274.386,03/25/2019,00:04,Cash,261.32,4.761905,13.066,6.4
895-26-4788,B,Naypyitaw,Normal,Male,Home and lifestyle,45.59,10,22.795,478.695,06/02/2019,02:29,Ewallet,455.9,4.761905,22.795,7.1
871-93-1298,A,Naypyitaw,Member,Male,Sports and travel,43.85,6,13.155,276.255,06/18/2019,10:03,Cash,263.1,4.761905,13.155,6.0
740-90-1876,A,Mandalay,Member,Female,Health and beauty,27.25,9,12.2625,257.5125,03/03/2019,09:34,Credit card,245.25,4.761905,12.2625,7.3
562-72-9669,B,Yangon,Member,Female,Health and beauty,29.78,4,5.956,125.076,08/16/2019,17:11,Credit card,119.12,4.761905,5.956,7.3
399-79-1208,B,Yangon,Normal,Female,Electronic accessories,35.03,6,10.509,220.689,03/28/2019,21:53,Cash,210.18,4.761905,10.509,5.8
394-17-2835,C,Mandalay,Normal,Male,Sports and travel,28.54,3,4.281,89.901,11/16/2019,16:17,Credit card,85.62,4.761905,4.281,7.6
344-96-7131,A,Yangon,Normal,Female,Food and beverages,97.21,5,24.3025,510.3525,03/17/2019,06:47,Ewallet,486.05,4.761905,24.3025,8.2
950-39-9647,C,Naypyitaw,Normal,Male,Fashion accessories,56.13,2,5.613,117.873,10/10/2019,12:56,Credit card,112.26,4.761905,5.613,6.8
424-19-5229,B,Yangon,Member,Male,Electronic accessories,50.78,10,25.39,533.19,12/15/2019,18:15,Credit card,507.8,4.761905,25.39,6.6
269-55-8358,C,Mandalay,Member,Female,Electronic accessories,65.36,7,22.876,480.396,08/22/2019,13:37,Ewallet,457.52,4.761905,22.876,7.3
619-60-4511,C,Mandalay,Normal,Female,Electronic accessories,35.51,6,10.653,223.713,04/13/2019,16:53,Ewallet,213.06,4.761905,10.653,7.0
145-47-1084,B,Naypyitaw,Normal,Male,Home and lifestyle,34.23,3,5.1345,107.8245,01/12/2019,03:46,Ewallet,102.69,4.761905,5.1345,6.5
322-72-1408,B,Yangon,Normal,Male,Health and beauty,40.26,10,20.13,422.73,10/19/2019,12:29,Cash,402.6,4.761905,20.13,9.0
999-79-4899,B,Mandalay,Normal,Male,Home and lifestyle,72.53,3,10.8795,228.4695,08/14/2019,12:04,Cash,217.59,4.761905,10.8795,4.2
333-13-2836,C,Yangon,Member,Female,Fashion accessories,27.47,10,13.735,288.435,01/29/2019,15:26,Ewallet,274.7,4.761905,13.735,9.9
812-40-9331,B,Yangon,Normal,Male,Sports and travel,12.44,2,1.244,26.124,04/28/2019,15:40,Ewallet,24.88,4.761905,1.244,9.8
751-46-9183,C,Yangon,Normal,Female,Food and beverages,72.75,7,25.4625,534.7125,07/21/2019,09:04,Ewallet,509.25,4.761905,25.4625,9.3
686-61-7376,C,Mandalay,Normal,Male,Electronic accessories,60.68,2,6.068,127.428,11/03/2019,10:09,Cash,121.36,4.761905,6.068,8.8
762-65-1132,B,Mandalay,Member,Male,Fashion accessories,70.22,9,31.599,663.579,09/01/2019,23:14,Ewallet,631.98,4.761905,31.599,5.2
579-84-2898,A,Mandalay,Member,Female,Electronic accessories,11.03,9,4.9635,104.2335,11/15/2019,07:00,Ewallet,99.27,4.761905,4.9635,7.8
655-54-7284,A,Naypyitaw,Normal,Male,Health and beauty,87.09,6,26.127,548.667,02/03/2019,01:44,Ewallet,522.54,4.761905,26.127,5.3
192-93-7927,C,Naypyitaw,Member,Male,Food and beverages,36.85,1,1.8425,38.6925,02/14/2019,04:11,Credit card,36.85,4.761905,1.8425,6.0
981-26-6374,B,Naypyitaw,Normal,Female,Sports and travel,13.43,2,1.343,28.203,08/06/2019,04:58,Cash,26.86,4.761905,1.343,5.4
197-47-2773,C,Naypyitaw,Normal,Female,Food and beverages,91.79,10,45.895,963.795,03/30/2019,12:52,Cash,917.9,4.761905,45.895,7.3
629-23-7311,B,Mandalay,Normal,Female,Sports and travel,46.85,5,11.7125,245.9625,12/10/2019,17:35,Cash,234.25,4.761905,11.7125,6.4
522-66-5537,B,Yangon,Normal,Female,Electronic accessories,29.74,2,2.974,62.454,09/18/2019,03:36,Cash,59.48,4.761905,2.974,9.2
257-77-4308,B,Naypyitaw,Member,Male,Electronic accessories,52.75,4,10.55,221.55,11/17/2019,20:38,Cash,211.0,4.761905,10.55,6.5
285-96-2135,C,Mandalay,Member,Female,Sports and travel,43.53,1,2.1765,45.7065,03/25/2019,12:41,Cash,43.53,4.761905,2.1765,9.0
305-61-1764,C,Yangon,Normal,Male,Home and lifestyle,27.54,5,6.885,144.585,05/06/2019,03:09,Credit card,137.7,4.761905,6.885,6.8
419-69-7888,B,Naypyitaw,Member,Male,Health and beauty,43.45,9,19.5525,410.6025,12/14/2019,23:47,Cash,391.05,4.761905,19.5525,6.9
861-78-6871,A,Yangon,Member,Female,Sports and travel,12.01,8,4.804,100.884,10/06/2019,00:16,Ewallet,96.08,4.761905,4.804,9.0
198-76-3327,A,Naypyitaw,Normal,Female,Electronic accessories,56.84,3,8.526,179.046,07/15/2019,23:06,Ewallet,170.52,4.761905,8.526,9.2
817-66-2161,A,Mandalay,Normal,Male,Food and beverages,97.55,3,14.6325,307.2825,11/15/2019,00:52,Ewallet,292.65,4.761905,14.6325,6.3
975-15-4883,A,Yangon,Member,Male,Electronic accessories,74.98,3,11.247,236.187,11/13/2019,13:45,Ewallet,224.94,4.761905,11.247,6.9
817-10-8987,C,Naypyitaw,Normal,Female,Sports and travel,65.27,4,13.054,274.134,11/26/2019,19:41,Credit card,261.08,4.761905,13.054,7.7
382-28-3163,B,Yangon,Member,Male,Health and beauty,52.99,4,10.598,222.558,05/09/2019,09:12,Ewallet,211.96,4.761905,10.598,4.8
996-51-1853,B,Naypyitaw,Normal,Female,Food and beverages,16.67,7,5.8345,122.5245,04/09/2019,17:05,Ewallet,116.69,4.761905,5.8345,4.4
468-39-3122,A,Mandalay,Normal,Female,Fashion accessories,98.94,5,24.735,519.435,12/20/2019,21:24,Ewallet,494.7,4.761905,24.735,7.0
485-70-4540,C,Mandalay,Normal,Male,Home and lifestyle,32.8,4,6.56,137.76,03/21/2019,20:19,Cash,131.2,4.761905,6.56,6.0
283-62-3896,A,Mandalay,Normal,Female,Food and beverages,75.68,4,15.136,317.856,10/23/2019,03:50,Cash,302.72,4.761905,15.136,4.3
602-79-5834,A,Naypyitaw,Normal,Male,Home and lifestyle,41.48,6,12.444,261.324,10/15/2019,23:01,Ewallet,248.88,4.761905,12.444,4.9
440-79-1250,A,Yangon,Member,Male,Sports and travel,85.85,3,12.8775,270.4275,06/12/2019,04:52,Credit card,257.55,4.761905,12.8775,8.6
375-37-5316,A,Yangon,Member,Female,Food and beverages,36.08,8,14.432,303.072,07/06/2019,21:49,Cash,288.64,4.761905,14.432,7.9
628-71-8412,B,Naypyitaw,Normal,Male,Health and beauty,46.23,5,11.5575,242.7075,01/28/2019,21:47,Ewallet,231.15,4.761905,11.5575,7.7
619-30-9555,A,Naypyitaw,Normal,Male,Health and beauty,68.25,3,10.2375,214.9875,12/19/2019,10:20,Credit card,204.75,4.761905,10.2375,9.0
767-18-9432,C,Yangon,Normal,Male,Sports and travel,92.94,10,46.47,975.87,07/05/2019,20:15,Credit card,929.4,4.761905,46.47,8.5
890-21-5029,C,Mandalay,Normal,Male,Food and beverages,88.02,2,8.802,184.842,08/04/2019,05:03,Credit card,176.04,4.761905,8.802,6.3
145-36-2516,B,Yangon,Member,Male,Sports and travel,40.31,3,6.0465,126.9765,06/12/2019,15:21,Cash,120.93,4.761905,6.0465,5.8
474-66-6106,A,Naypyitaw,Member,Female,Health and beauty,57.63,2,5.763,121.023,01/23/2019,09:47,Cash,115.26,4.761905,5.763,8.5
623-22-3247,C,Mandalay,Member,Female,Sports and travel,90.51,1,4.5255,95.0355,06/14/2019,07:46,Credit card,90.51,4.761905,4.5255,5.6
981-73-1205,B,Mandalay,Member,Male,Food and beverages,34.18,9,15.381,323.001,02/01/2019,07:15,Ewallet,307.62,4.761905,15.381,4.0
412-12-3134,C,Mandalay,Normal,Female,Electronic accessories,52.34,1,2.617,54.957,09/19/2019,10:40,Credit card,52.34,4.761905,2.617,4.8
138-84-4750,C,Mandalay,Normal,Female,Food and beverages,23.7,4,4.74,99.54,07/21/2019,17:47,Ewallet,94.8,4.761905,4.74,6.3
489-32-4825,A,Mandalay,Member,Male,Home and lifestyle,69.01,7,24.1535,507.2235,06/04/2019,20:09,Cash,483.07,4.761905,24.1535,9.4
169-27-7837,A,Naypyitaw,Normal,Female,Food and beverages,11.54,10,5.77,121.17,06/28/2019,04:50,Ewallet,115.4,4.761905,5.77,8.0
241-46-8018,B,Mandalay,Member,Male,Home and lifestyle,65.64,1,3.282,68.922,04/15/2019,08:06,Cash,65.64,4.761905,3.282,7.9
495-74-5552,B,Naypyitaw,Member,Male,Sports and travel,45.77,3,6.8655,144.1755,07/28/2019,13:30,Credit card,137.31,4.761905,6.8655,9.8
578-73-5525,A,Mandalay,Member,Male,Home and lifestyle,39.73,2,3.973,83.433,05/31/2019,19:37,Cash,79.46,4.761905,3.973,8.6
104-92-7216,C,Yangon,Normal,Male,Home and lifestyle,26.22,2,2.622,55.062,07/10/2019,09:17,Ewallet,52.44,4.761905,2.622,5.7
379-95-7854,B,Yangon,Member,Male,Electronic accessories,31.87,1,1.5935,33.4635,09/03/2019,23:24,Credit card,31.87,4.761905,1.5935,9.9
414-60-1698,C,Naypyitaw,Normal,Male,Food and beverages,77.47,9,34.8615,732.0915,12/16/2019,17:21,Credit card,697.23,4.761905,34.8615,9.2
742-49-8404,C,Mandalay,Normal,Male,Fashion accessories,39.81,5,9.9525,209.0025,03/28/2019,13:19,Credit card,199.05,4.761905,9.9525,6.0
944-89-6934,B,Naypyitaw,Normal,Female,Home and lifestyle,88.59,1,4.4295,93.0195,03/25/2019,08:37,Ewallet,88.59,4.761905,4.4295,9.8
441-35-7246,A,Mandalay,Member,Male,Food and beverages,66.83,3,10.0245,210.5145,03/21/2019,17:49,Ewallet,200.49,4.761905,10.0245,9.7
712-43-6894,A,Mandalay,Normal,Female,Home and lifestyle,10.81,3,1.6215,34.0515,12/09/2019,06:49,Cash,32.43,4.761905,1.6215,5.3
744-44-8823,B,Naypyitaw,Normal,Female,Home and lifestyle,37.58,6,11.274,236.754,11/19/2019,08:26,Ewallet,225.48,4.761905,11.274,8.7
264-16-8497,C,Mandalay,Normal,Male,Sports and travel,83.59,3,12.5385,263.3085,01/03/2019,18:19,Cash,250.77,4.761905,12.5385,6.1
566-79-6452,A,Naypyitaw,Member,Female,Food and beverages,93.88,3,14.082,295.722,12/31/2019,17:28,Cash,281.64,4.761905,14.082,6.5
674-60-5866,B,Yangon,Normal,Male,Health and beauty,92.57,8,37.028,777.588,01/07/2019,23:52,Credit card,740.56,4.761905,37.028,4.9
679-65-9578,A,Yangon,Member,Male,Food and beverages,17.36,4,3.472,72.912,11/14/2019,02:15,Cash,69.44,4.761905,3.472,7.7
855-80-4096,A,Yangon,Normal,Female,Home and lifestyle,72.77,2,7.277,152.817,10/01/2019,02:24,Ewallet,145.54,4.761905,7.277,8.3
549-15-9866,B,Yangon,Member,Female,Health and beauty,47.42,10,23.71,497.91,06/27/2019,13:08,Ewallet,474.2,4.761905,23.71,4.6
191-38-2108,A,Naypyitaw,Normal,Male,Electronic accessories,17.73,9,7.9785,167.5485,11/26/2019,01:50,Credit card,159.57,4.761905,7.9785,4.2
141-68-2707,A,Mandalay,Member,Male,Health and beauty,67.41,2,6.741,141.561,10/15/2019,10:47,Credit card,134.82,4.761905,6.741,6.1
309-64-5042,B,Mandalay,Normal,Female,Health and beauty,77.33,4,15.466,324.786,06/18/2019,02:37,Cash,309.32,4.761905,15.466,8.5
579-97-7013,A,Yangon,Member,Male,Health and beauty,10.67,6,3.201,67.221,11/03/2019,13:39,Ewallet,64.02,4.761905,3.201,5.0
613-70-2664,B,Mandalay,Member,Male,Electronic accessories,14.23,10,7.115,149.415,02/03/2019,16:18,Credit card,142.3,4.761905,7.115,8.9
975-31-8432,C,Mandalay,Member,Female,Food and beverages,44.95,2,4.495,94.395,02/01/2019,03:42,Cash,89.9,4.761905,4.495,4.9
511-73-5834,C,Mandalay,Member,Female,Food and beverages,36.09,6,10.827,227.367,10/04/2019,16:48,Ewallet,216.54,4.761905,10.827,4.7
378-62-9035,B,Yangon,Normal,Male,Home and lifestyle,88.36,5,22.09,463.89,03/05/2019,11:37,Credit card,441.8,4.761905,22.09,7.2
445-83-2695,C,Naypyitaw,Normal,Female,Fashion accessories,50.37,1,2.5185,52.8885,12/16/2019,03:47,Ewallet,50.37,4.761905,2.5185,4.6
572-41-5155,A,Mandalay,Normal,Female,Health and beauty,24.14,3,3.621,76.041,03/29/2019,14:10,Ewallet,72.42,4.761905,3.621,8.1
899-88-2094,C,Naypyitaw,Member,Male,Health and beauty,35.33,9,15.8985,333.8685,02/08/2019,08:21,Cash,317.97,4.761905,15.8985,9.0
720-66-8744,B,Yangon,Member,Female,Home and lifestyle,44.22,10,22.11,464.31,11/14/2019,14:30,Ewallet,442.2,4.761905,22.11,8.2
527-71-2203,A,Naypyitaw,Member,Male,Health and beauty,39.28,2,3.928,82.488,10/12/2019,12:59,Credit card,78.56,4.761905,3.928,4.5
166-82-8962,A,Yangon,Normal,Male,Home and lifestyle,44.61,10,22.305,468.405,10/04/2019,19:32,Cash,446.1,4.761905,22.305,8.7
251-39-1850,B,Mandalay,Member,Female,Electronic accessories,81.52,8,32.608,684.768,07/12/2019,00:17,Ewallet,652.16,4.761905,32.608,8.6
666-92-8973,A,Yangon,Member,Male,Electronic accessories,74.98,8,29.992,629.832,08/28/2019,12:01,Credit card,599.84,4.761905,29.992,4.1
572-97-2352,C,Mandalay,Member,Female,Food and beverages,55.68,7,19.488,409.248,03/15/2019,07:47,Credit card,389.76,4.761905,19.488,7.9
423-22-8992,A,Mandalay,Normal,Male,Food and beverages,31.39,10,15.695,329.595,12/13/2019,10:26,Credit card,313.9,4.761905,15.695,8.6
401-68-9024,B,Yangon,Normal,Female,Fashion accessories,66.79,8,26.716,561.036,06/26/2019,20:38,Credit card,534.32,4.761905,26.716,5.3
205-37-6128,B,Yangon,Member,Female,Home and lifestyle,14.29,8,5.716,120.036,08/21/2019,18:38,Cash,114.32,4.761905,5.716,9.8
847-83-4555,B,Naypyitaw,Normal,Female,Health and beauty,20.74,4,4.148,87.108,05/12/2019,20:44,Cash,82.96,4.761905,4.148,8.2
345-43-2396,B,Mandalay,Normal,Female,Food and beverages,40.79,3,6.1185,128.4885,10/27/2019,00:21,Cash,122.37,4.761905,6.1185,8.9
439-97-6617,B,Mandalay,Member,Male,Electronic accessories,66.8,9,30.06,631.26,05/13/2019,05:48,Cash,601.2,4.761905,30.06,6.2
256-74-6230,A,Mandalay,Normal,Female,Food and beverages,69.74,6,20.922,439.362,09/12/2019,17:08,Credit card,418.44,4.761905,20.922,6.6
995-72-3377,B,Yangon,Member,Male,Health and beauty,12.17,3,1.8255,38.3355,04/24/2019,11:19,Credit card,36.51,4.761905,1.8255,9.6
967-56-5828,B,Mandalay,Normal,Male,Electronic accessories,63.13,5,15.7825,331.4325,05/27/2019,17:03,Cash,315.65,4.761905,15.7825,5.4
838-98-3200,C,Yangon,Member,Female,Electronic accessories,76.34,8,30.536,641.256,02/08/2019,21:37,Cash,610.72,4.761905,30.536,8.5
184-47-6833,B,Naypyitaw,Member,Female,Home and lifestyle,26.72,7,9.352,196.392,06/14/2019,02:02,Credit card,187.04,4.761905,9.352,9.1
783-21-1226,A,Yangon,Member,Female,Health and beauty,63.2,5,15.8,331.8,12/12/2019,21:53,Cash,316.0,4.761905,15.8,4.1
961-84-8521,A,Mandalay,Normal,Male,Home and lifestyle,55.47,3,8.3205,174.7305,03/30/2019,04:03,Ewallet,166.41,4.761905,8.3205,5.8
727-80-2486,C,Mandalay,Normal,Male,Home and lifestyle,43.55,8,17.42,365.82,07/27/2019,19:45,Cash,348.4,4.761905,17.42,5.8
116-11-5676,C,Yangon,Member,Male,Sports and travel,98.4,4,19.68,413.28,02/09/2019,12:17,Ewallet,393.6,4.761905,19.68,8.1
765-10-8243,B,Naypyitaw,Member,Female,Food and beverages,90.7,5,22.675,476.175,01/31/2019,21:57,Cash,453.5,4.761905,22.675,4.6
307-71-9865,C,Yangon,Normal,Male,Electronic accessories,44.04,2,4.404,92.484,09/16/2019,23:49,Ewallet,88.08,4.761905,4.404,7.6
561-44-9079,C,Yangon,Member,Male,Sports and travel,17.07,7,5.9745,125.4645,02/14/2019,23:12,Credit card,119.49,4.761905,5.9745,4.5
902-70-7882,B,Naypyitaw,Member,Male,Electronic accessories,35.18,8,14.072,295.512,02/01/2019,10:42,Ewallet,281.44,4.761905,14.072,7.0
491-24-7979,C,Mandalay,Normal,Female,Sports and travel,25.03,2,2.503,52.563,05/13/2019,05:46,Ewallet,50.06,4.761905,2.503,7.3
232-54-6149,A,Naypyitaw,Member,Male,Electronic accessories,22.36,1,1.118,23.478,12/17/2019,16:32,Cash,22.36,4.761905,1.118,4.5
710-42-1476,B,Yangon,Normal,Male,Electronic accessories,74.04,5,18.51,388.71,01/28/2019,14:38,Credit card,370.2,4.761905,18.51,6.9
269-42-4193,C,Mandalay,Normal,Male,Fashion accessories,13.46,5,3.365,70.665,04/05/2019,21:55,Ewallet,67.3,4.761905,3.365,4.8
466-15-9391,A,Naypyitaw,Member,Female,Home and lifestyle,76.09,5,19.0225,399.4725,12/11/2019,17:29,Cash,380.45,4.761905,19.0225,4.3
736-81-5322,B,Naypyitaw,Member,Male,Health and beauty,61.68,9,27.756,582.876,10/20/2019,06:11,Ewallet,555.12,4.761905,27.756,8.7
286-23-8411,A,Mandalay,Member,Male,Sports and travel,81.84,6,24.552,515.592,06/18/2019,16:05,Ewallet,491.04,4.761905,24.552,7.4
401-97-6408,B,Yangon,Member,Male,Sports and travel,86.06,3,12.909,271.089,01/01/2019,01:57,Credit card,258.18,4.761905,12.909,4.1
570-58-7148,C,Yangon,Member,Female,Electronic accessories,12.13,7,4.2455,89.1555,03/26/2019,00:49,Cash,84.91,4.761905,4.2455,4.2
827-41-2345,B,Naypyitaw,Member,Male,Food and beverages,65.04,5,16.26,341.46,04/08/2019,05:58,Cash,325.2,4.761905,16.26,7.5
753-13-3127,A,Mandalay,Normal,Female,Home and lifestyle,35.09,2,3.509,73.689,11/30/2019,09:14,Ewallet,70.18,4.761905,3.509,5.8
190-94-2761,C,Naypyitaw,Normal,Female,Electronic accessories,42.58,3,6.387,134.127,10/24/2019,18:15,Credit card,127.74,4.761905,6.387,5.6
796-67-4360,A,Mandalay,Normal,Male,Electronic accessories,47.44,7,16.604,348.684,04/03/2019,02:16,Credit card,332.08,4.761905,16.604,8.2
507-79-8802,C,Yangon,Normal,Male,Health and beauty,93.59,8,37.436,786.156,07/12/2019,18:38,Cash,748.72,4.761905,37.436,4.8
167-31-7439,B,Mandalay,Member,Male,Electronic accessories,48.23,6,14.469,303.849,12/12/2019,22:56,Ewallet,289.38,4.761905,14.469,5.1
330-96-7972,C,Yangon,Normal,Male,Sports and travel,15.7,10,7.85,164.85,02/02/2019,00:11,Credit card,157.0,4.761905,7.85,5.3
154-65-1094,A,Yangon,Member,Female,Health and beauty,24.97,2,2.497,52.437,04/03/2019,09:56,Credit card,49.94,4.761905,2.497,9.0
336-36-4950,A,Naypyitaw,Member,Female,Electronic accessories,53.41,8,21.364,448.644,01/13/2019,18:12,Credit card,427.28,4.761905,21.364,4.1
425-30-6658,C,Naypyitaw,Member,Male,Food and beverages,47.3,6,14.19,297.99,03/12/2019,12:52,Ewallet,283.8,4.761905,14.19,9.0
286-71-7219,C,Naypyitaw,Normal,Male,Sports and travel,58.28,4,11.656,244.776,08/24/2019,02:14,Cash,233.12,4.761905,11.656,4.4
454-10-9392,C,Mandalay,Member,Male,Sports and travel,68.49,8,27.396,575.316,01/14/2019,09:04,Ewallet,547.92,4.761905,27.396,9.0
718-17-9732,B,Yangon,Normal,Male,Fashion accessories,12.8,3,1.92,40.32,01/03/2019,11:49,Ewallet,38.4,4.761905,1.92,4.5
208-54-9710,C,Naypyitaw,Member,Male,Sports and travel,40.09,7,14.0315,294.6615,07/07/2019,06:06,Ewallet,280.63,4.761905,14.0315,8.2
553-86-8259,B,Naypyitaw,Member,Female,Food and beverages,40.71,5,10.1775,213.7275,04/25/2019,18:44,Ewallet,203.55,4.761905,10.1775,8.1
714-53-1385,B,Mandalay,Normal,Female,Food and beverages,92.08,3,13.812,290.052,05/04/2019,20:47,Credit card,276.24,4.761905,13.812,7.9
703-48-1733,B,Naypyitaw,Member,Female,Fashion accessories,14.18,6,4.254,89.334,07/28/2019,06:17,Credit card,85.08,4.761905,4.254,7.8
