Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Total,Date,Time,Payment,cogs,gross income,Rating,Month
C,Mandalay,Member,Female,Food and beverages,65.09,1,68.3445,2019-08-17,00:07,Cash,65.09,3.2545,9.0,08
A,Naypyitaw,Normal,Female,Electronic accessories,16.9,5,88.725,2019-06-14,18:17,Cash,84.5,4.225,4.5,06
A,Naypyitaw,Member,Male,Food and beverages,35.61,4,149.562,2019-02-15,07:17,Cash,142.44,7.122,9.2,02
A,Naypyitaw,Normal,Female,Electronic accessories,85.6,5,449.4,2019-03-27,11:55,Credit card,428.0,21.4,4.4,03
B,Naypyitaw,Member,Female,Fashion accessories,22.45,5,117.8625,2019-09-21,17:49,Ewallet,112.25,5.6125,8.3,09
B,Naypyitaw,Normal,Female,Electronic accessories,58.37,8,490.308,2019-10-28,02:51,Cash,466.96,23.348,8.3,10
B,Mandalay,Member,Female,Fashion accessories,23.61,9,223.1145,2019-04-08,22:46,Credit card,212.49,10.6245,6.8,04
B,Naypyitaw,Normal,Female,Fashion accessories,75.48,10,792.54,2019-09-17,07:47,Cash,754.8,37.74,6.9,09
C,Yangon,Normal,Male,Home and lifestyle,99.45,8,835.38,2019-10-17,00:33,Ewallet,795.6,39.78,7.7,10
C,Yangon,Normal,Male,Sports and travel,60.31,2,126.651,2019-12-27,10:54,Cash,120.62,6.031,7.4,12
A,Naypyitaw,Member,Female,Electronic accessories,60.32,7,443.352,2019-10-08,00:43,Credit card,422.24,21.112,9.3,10
B,Naypyitaw,Normal,Female,Food and beverages,12.97,3,40.8555,2019-05-10,16:22,Ewallet,38.91,1.9455,7.5,05
B,Mandalay,Normal,Female,Home and lifestyle,50.28,8,422.352,2019-05-29,06:40,Ewallet,402.24,20.112,5.6,05
A,Naypyitaw,Normal,Female,Sports and travel,79.9,10,838.95,2019-10-29,04:36,Cash,799.0,39.95,6.0,10
B,Yangon,Normal,Female,Sports and travel,94.69,5,497.1225,2019-09-29,12:22,Ewallet,473.45,23.6725,8.3,09
A,Mandalay,Member,Male,Fashion accessories,96.05,2,201.705,2019-04-18,14:24,Ewallet,192.1,9.605,7.6,04
A,Yangon,Normal,Female,Fashion accessories,99.85,1,104.8425,2019-06-28,19:46,Ewallet,99.85,4.9925,7.4,06
B,Naypyitaw,Normal,Female,Electronic accessories,58.41,9,551.9745,2019-12-08,00:31,Cash,525.69,26.2845,5.0,12
C,Mandalay,Normal,Female,Home and lifestyle,55.42,8,465.528,2019-04-12,10:08,Cash,443.36,22.168,7.1,04
A,Naypyitaw,Member,Female,Food and beverages,46.33,8,389.172,2019-05-10,14:02,Credit card,370.64,18.532,5.8,05
A,Mandalay,Normal,Female,Home and lifestyle,17.3,4,72.66,2019-11-08,13:30,Cash,69.2,3.46,4.9,11
B,Yangon,Normal,Female,Fashion accessories,80.37,7,590.7195,2019-07-10,14:48,Cash,562.59,28.1295,7.6,07
B,Naypyitaw,Member,Female,Sports and travel,31.64,5,166.11,2019-11-06,19:09,Ewallet,158.2,7.91,4.8,11
B,Yangon,Member,Male,Fashion accessories,38.03,8,319.452,2019-02-09,22:25,Credit card,304.24,15.212,7.3,02
C,Naypyitaw,Normal,Male,Fashion accessories,95.26,9,900.207,2019-04-25,03:59,Ewallet,857.34,42.867,8.9,04
B,Mandalay,Normal,Male,Electronic accessories,92.84,8,779.856,2019-05-27,01:38,Ewallet,742.72,37.136,7.2,05
A,Naypyitaw,Normal,Male,Food and beverages,58.61,5,307.7025,2019-06-15,18:48,Credit card,293.05,14.6525,6.0,06
C,Naypyitaw,Member,Male,Electronic accessories,76.69,1,80.5245,2019-05-14,02:54,Cash,76.69,3.8345,5.9,05
B,Mandalay,Normal,Female,Sports and travel,63.53,2,133.413,2019-08-06,14:03,Ewallet,127.06,6.353,8.1,08
A,Naypyitaw,Normal,Male,Health and beauty,41.47,1,43.5435,2019-01-09,22:07,Ewallet,41.47,2.0735,4.8,01
B,Mandalay,Normal,Female,Food and beverages,35.61,10,373.905,2019-05-21,22:12,Ewallet,356.1,17.805,8.7,05
C,Mandalay,Normal,Female,Sports and travel,95.95,8,805.98,2019-12-01,08:43,Cash,767.6,38.38,7.3,12
B,Naypyitaw,Member,Female,Health and beauty,18.23,3,57.4245,2019-12-06,19:55,Cash,54.69,2.7345,5.4,12
B,Yangon,Member,Female,Sports and travel,35.15,2,73.815,2019-01-14,07:21,Ewallet,70.3,3.515,6.4,01
A,Naypyitaw,Normal,Female,Food and beverages,27.2,8,228.48,2019-01-23,20:37,Cash,217.6,10.88,8.7,01
A,Naypyitaw,Member,Female,Sports and travel,15.38,6,96.894,2019-12-12,03:29,Ewallet,92.28,4.614,4.1,12
C,Naypyitaw,Normal,Male,Health and beauty,75.46,9,713.097,2019-09-01,23:11,Cash,679.14,33.957,4.2,09
B,Naypyitaw,Member,Female,Sports and travel,76.57,7,562.7895,2019-04-16,12:14,Cash,535.99,26.7995,9.0,04
B,Mandalay,Normal,Male,Electronic accessories,16.65,5,87.4125,2019-09-09,08:14,Cash,83.25,4.1625,8.9,09
C,Naypyitaw,Normal,Male,Electronic accessories,53.06,1,55.713,2019-10-09,21:28,Credit card,53.06,2.653,4.3,10
A,Mandalay,Normal,Male,Electronic accessories,92.33,6,581.679,2019-08-06,16:23,Cash,553.98,27.699,7.4,08
A,Mandalay,Normal,Male,Food and beverages,22.14,4,92.988,2019-06-15,08:27,Credit card,88.56,4.428,8.6,06
B,Naypyitaw,Normal,Male,Home and lifestyle,44.13,2,92.673,2019-02-24,20:06,Credit card,88.26,4.413,8.4,02
C,Yangon,Member,Male,Home and lifestyle,73.7,9,696.465,2019-03-04,06:50,Cash,663.3,33.165,9.7,03
C,Yangon,Member,Male,Health and beauty,11.62,6,73.206,2019-07-11,17:17,Credit card,69.72,3.486,9.3,07
B,Mandalay,Member,Male,Health and beauty,87.92,8,738.528,2019-06-08,07:17,Ewallet,703.36,35.168,9.1,06
B,Mandalay,Member,Female,Food and beverages,39.0,3,122.85,2019-01-12,12:15,Cash,117.0,5.85,7.3,01
C,Yangon,Normal,Male,Electronic accessories,77.58,7,570.213,2019-12-12,04:08,Ewallet,543.06,27.153,6.2,12
C,Mandalay,Member,Male,Sports and travel,64.06,1,67.263,2019-10-16,12:50,Cash,64.06,3.203,7.7,10
C,Mandalay,Member,Male,Home and lifestyle,36.07,8,302.988,2019-07-26,05:09,Ewallet,288.56,14.428,8.3,07
A,Yangon,Member,Male,Home and lifestyle,28.59,10,300.195,2019-03-24,20:43,Ewallet,285.9,14.295,4.1,03
A,Mandalay,Member,Male,Sports and travel,50.06,3,157.689,2019-05-29,05:34,Ewallet,150.18,7.509,5.4,05
A,Naypyitaw,Normal,Male,Electronic accessories,33.38,3,105.147,2019-04-10,21:00,Credit card,100.14,5.007,6.3,04
B,Yangon,Member,Male,Home and lifestyle,16.07,9,151.8615,2019-07-12,05:18,Cash,144.63,7.2315,6.3,07
C,Naypyitaw,Normal,Female,Home and lifestyle,21.84,6,137.592,2019-05-12,09:23,Ewallet,131.04,6.552,9.6,05
B,Mandalay,Member,Female,Sports and travel,26.93,6,169.659,2019-05-22,14:40,Cash,161.58,8.079,9.3,05
B,Naypyitaw,Member,Male,Electronic accessories,40.8,1,42.84,2019-12-04,05:21,Ewallet,40.8,2.04,7.0,12
C,Mandalay,Member,Male,Electronic accessories,65.62,4,275.604,2019-09-23,23:42,Ewallet,262.48,13.124,5.3,09
C,Mandalay,Normal,Male,Sports and travel,17.89,7,131.4915,2019-09-25,11:15,Ewallet,125.23,6.2615,7.8,09
C,Mandalay,Member,Female,Electronic accessories,61.34,4,257.628,2019-12-26,19:50,Cash,245.36,12.268,9.6,12
B,Mandalay,Normal,Male,Fashion accessories,37.76,6,237.888,2019-03-08,12:02,Credit card,226.56,11.328,8.9,03
B,Mandalay,Normal,Female,Sports and travel,36.56,4,153.552,2019-10-11,21:35,Credit card,146.24,7.312,5.7,10
C,Mandalay,Member,Female,Food and beverages,74.84,6,471.492,2019-08-04,14:24,Ewallet,449.04,22.452,4.3,08
B,Naypyitaw,Normal,Female,Home and lifestyle,96.78,6,609.714,2019-10-06,07:54,Credit card,580.68,29.034,5.2,10
C,Yangon,Normal,Female,Food and beverages,93.84,10,985.32,2019-12-03,22:52,Cash,938.4,46.92,5.6,12
C,Yangon,Member,Female,Home and lifestyle,73.54,5,386.085,2019-01-02,22:07,Credit card,367.7,18.385,8.8,01
A,Mandalay,Normal,Male,Health and beauty,52.44,1,55.062,2019-12-06,03:17,Cash,52.44,2.622,4.1,12
A,Yangon,Member,Female,Electronic accessories,70.16,4,294.672,2019-08-29,00:18,Ewallet,280.64,14.032,5.9,08
A,Mandalay,Normal,Female,Home and lifestyle,53.6,6,337.68,2019-12-23,05:52,Credit card,321.6,16.08,7.6,12
B,Naypyitaw,Normal,Male,Electronic accessories,24.9,7,183.015,2019-10-12,10:59,Ewallet,174.3,8.715,4.9,10
C,Naypyitaw,Member,Male,Home and lifestyle,98.19,5,515.4975,2019-11-19,20:38,Credit card,490.95,24.5475,5.5,11
A,Mandalay,Member,Female,Home and lifestyle,40.04,2,84.084,2019-12-30,20:53,Cash,80.08,4.004,6.1,12
B,Mandalay,Member,Female,Food and beverages,13.4,10,140.7,2019-01-21,13:49,Cash,134.0,6.7,9.9,01
A,Yangon,Member,Male,Food and beverages,24.2,6,152.46,2019-12-29,21:21,Ewallet,145.2,7.26,7.7,12
C,Naypyitaw,Normal,Female,Health and beauty,57.86,3,182.259,2019-05-25,14:04,Credit card,173.58,8.679,4.8,05
C,Yangon,Normal,Female,Health and beauty,31.59,1,33.1695,2019-03-29,05:20,Credit card,31.59,1.5795,8.6,03
B,Yangon,Member,Male,Sports and travel,70.88,3,223.272,2019-02-17,01:44,Credit card,212.64,10.632,5.5,02
B,Mandalay,Normal,Female,Sports and travel,21.02,9,198.639,2019-04-27,02:34,Ewallet,189.18,9.459,7.9,04
C,Yangon,Normal,Male,Fashion accessories,74.73,2,156.933,2019-11-26,18:59,Credit card,149.46,7.473,6.7,11
C,Naypyitaw,Normal,Female,Electronic accessories,99.94,3,314.811,2019-06-07,18:14,Ewallet,299.82,14.991,7.2,06
A,Naypyitaw,Normal,Female,Health and beauty,39.62,8,332.808,2019-06-16,14:28,Ewallet,316.96,15.848,6.8,06
A,Naypyitaw,Member,Male,Food and beverages,24.88,2,52.248,2019-01-16,11:27,Cash,49.76,2.488,10.0,01
A,Mandalay,Normal,Male,Food and beverages,49.37,4,207.354,2019-11-12,01:13,Cash,197.48,9.874,6.6,11
A,Mandalay,Normal,Female,Food and beverages,84.48,5,443.52,2019-05-27,02:00,Cash,422.4,21.12,7.1,05
B,Yangon,Member,Female,Electronic accessories,81.75,4,343.35,2019-04-17,04:40,Cash,327.0,16.35,4.9,04
B,Yangon,Normal,Female,Home and lifestyle,55.12,1,57.876,2019-07-24,21:31,Ewallet,55.12,2.756,5.4,07
A,Mandalay,Member,Male,Home and lifestyle,48.56,4,203.952,2019-06-06,06:29,Ewallet,194.24,9.712,4.6,06
A,Mandalay,Normal,Female,Health and beauty,46.47,8,390.348,2019-10-12,03:19,Cash,371.76,18.588,4.9,10
B,Naypyitaw,Member,Male,Home and lifestyle,93.66,10,983.43,2019-01-04,12:55,Credit card,936.6,46.83,9.6,01
A,Mandalay,Member,Female,Food and beverages,57.91,5,304.0275,2019-06-19,00:01,Ewallet,289.55,14.4775,4.3,06
B,Mandalay,Member,Female,Electronic accessories,30.68,5,161.07,2019-12-01,19:52,Cash,153.4,7.67,4.3,12
B,Yangon,Member,Female,Fashion accessories,97.42,1,102.291,2019-06-03,11:55,Cash,97.42,4.871,4.6,06
A,Naypyitaw,Normal,Female,Home and lifestyle,47.97,1,50.3685,2019-02-07,04:40,Cash,47.97,2.3985,4.2,02
B,Naypyitaw,Normal,Female,Health and beauty,37.78,6,238.014,2019-04-21,16:19,Credit card,226.68,11.334,8.1,04
B,Mandalay,Normal,Male,Home and lifestyle,41.84,7,307.524,2019-03-18,21:59,Ewallet,292.88,14.644,5.5,03
B,Mandalay,Normal,Male,Health and beauty,29.13,4,122.346,2019-04-09,22:43,Cash,116.52,5.826,9.5,04
A,Naypyitaw,Member,Female,Fashion accessories,11.99,7,88.1265,2019-10-12,01:30,Ewallet,83.93,4.1965,6.8,10
B,Yangon,Normal,Male,Electronic accessories,65.74,4,276.108,2019-02-17,23:38,Cash,262.96,13.148,5.1,02
C,Mandalay,Normal,Female,Fashion accessories,47.22,10,495.81,2019-02-16,07:25,Ewallet,472.2,23.61,5.0,02
B,Naypyitaw,Member,Female,Fashion accessories,29.9,1,31.395,2019-01-31,22:52,Cash,29.9,1.495,4.1,01
C,Yangon,Member,Female,Fashion accessories,42.46,8,356.664,2019-02-04,08:55,Cash,339.68,16.984,9.7,02
C,Yangon,Member,Male,Sports and travel,59.83,10,628.215,2019-11-21,09:33,Credit card,598.3,29.915,9.4,11
B,Yangon,Normal,Male,Electronic accessories,80.8,9,763.56,2019-11-24,01:12,Credit card,727.2,36.36,4.2,11
A,Mandalay,Normal,Male,Sports and travel,86.12,9,813.834,2019-04-14,02:34,Ewallet,775.08,38.754,5.9,04
A,Mandalay,Normal,Female,Fashion accessories,62.08,4,260.736,2019-09-08,23:39,Credit card,248.32,12.416,5.5,09
C,Naypyitaw,Normal,Male,Health and beauty,66.88,7,491.568,2019-06-25,16:47,Ewallet,468.16,23.408,9.7,06
C,Yangon,Member,Female,Electronic accessories,81.84,6,515.592,2019-02-21,23:03,Credit card,491.04,24.552,5.4,02
B,Yangon,Normal,Female,Food and beverages,44.21,8,371.364,2019-08-03,06:36,Credit card,353.68,17.684,8.5,08
B,Naypyitaw,Normal,Male,Fashion accessories,37.16,6,234.108,2019-05-11,06:08,Ewallet,222.96,11.148,8.9,05
A,Mandalay,Normal,Male,Electronic accessories,66.82,2,140.322,2019-03-07,13:34,Credit card,133.64,6.682,8.2,03
A,Naypyitaw,Normal,Male,Home and lifestyle,32.59,5,171.0975,2019-11-22,18:58,Cash,162.95,8.1475,6.5,11
B,Yangon,Member,Female,Electronic accessories,83.2,6,524.16,2019-02-16,06:23,Cash,499.2,24.96,7.8,02
C,Naypyitaw,Normal,Male,Health and beauty,73.92,4,310.464,2019-10-03,23:36,Ewallet,295.68,14.784,8.8,10
B,Naypyitaw,Normal,Male,Electronic accessories,69.89,2,146.769,2019-09-23,09:22,Ewallet,139.78,6.989,7.6,09
C,Mandalay,Normal,Male,Home and lifestyle,17.18,7,126.273,2019-04-26,04:56,Credit card,120.26,6.013,5.8,04
C,Naypyitaw,Normal,Female,Fashion accessories,18.76,2,39.396,2019-04-08,10:40,Ewallet,37.52,1.876,4.5,04
C,Yangon,Member,Male,Health and beauty,31.31,6,197.253,2019-03-16,14:55,Credit card,187.86,9.393,8.9,03
B,Mandalay,Normal,Female,Electronic accessories,46.6,3,146.79,2019-12-31,07:29,Credit card,139.8,6.99,8.2,12
C,Mandalay,Member,Female,Sports and travel,34.93,7,256.7355,2019-05-26,06:43,Ewallet,244.51,12.2255,9.8,05
B,Yangon,Member,Male,Home and lifestyle,72.18,3,227.367,2019-09-10,15:30,Cash,216.54,10.827,9.1,09
C,Yangon,Member,Female,Sports and travel,34.39,7,252.7665,2019-04-18,04:18,Credit card,240.73,12.0365,4.5,04
B,Mandalay,Member,Male,Fashion accessories,91.23,2,191.583,2019-03-17,19:17,Credit card,182.46,9.123,7.6,03
C,Yangon,Member,Male,Sports and travel,56.4,4,236.88,2019-09-09,18:44,Cash,225.6,11.28,8.6,09
B,Yangon,Member,Female,Home and lifestyle,91.2,6,574.56,2019-12-17,11:46,Credit card,547.2,27.36,5.7,12
B,Yangon,Member,Male,Food and beverages,38.28,6,241.164,2019-06-07,15:51,Credit card,229.68,11.484,5.4,06
A,Naypyitaw,Normal,Female,Health and beauty,39.73,1,41.7165,2019-03-05,08:48,Ewallet,39.73,1.9865,6.6,03
C,Yangon,Normal,Male,Sports and travel,77.34,1,81.207,2019-12-04,09:41,Ewallet,77.34,3.867,4.6,12
B,Yangon,Normal,Male,Home and lifestyle,24.01,8,201.684,2019-09-04,00:09,Credit card,192.08,9.604,6.9,09
A,Yangon,Member,Male,Food and beverages,33.53,1,35.2065,2019-11-12,11:25,Credit card,33.53,1.6765,5.3,11
C,Naypyitaw,Normal,Female,Home and lifestyle,54.38,8,456.792,2019-03-30,07:04,Credit card,435.04,21.752,8.4,03
C,Naypyitaw,Normal,Male,Fashion accessories,97.53,3,307.2195,2019-03-02,01:34,Credit card,292.59,14.6295,7.4,03
B,Yangon,Member,Female,Electronic accessories,16.51,1,17.3355,2019-07-22,06:07,Credit card,16.51,0.8255,5.1,07
A,Mandalay,Normal,Female,Food and beverages,47.17,4,198.114,2019-08-17,08:32,Ewallet,188.68,9.434,5.2,08
A,Yangon,Member,Male,Home and lifestyle,60.25,6,379.575,2019-04-17,08:04,Credit card,361.5,18.075,9.5,04
A,Mandalay,Normal,Male,Home and lifestyle,59.21,1,62.1705,2019-04-13,04:37,Cash,59.21,2.9605,7.0,04
A,Mandalay,Member,Female,Fashion accessories,29.75,1,31.2375,2019-11-28,10:41,Cash,29.75,1.4875,5.0,11
A,Mandalay,Member,Female,Health and beauty,58.42,6,368.046,2019-01-06,10:54,Credit card,350.52,17.526,4.1,01
C,Yangon,Normal,Female,Health and beauty,44.76,3,140.994,2019-04-13,16:57,Cash,134.28,6.714,5.9,04
B,Yangon,Member,Female,Health and beauty,47.92,1,50.316,2019-07-30,15:09,Cash,47.92,2.396,6.4,07
A,Mandalay,Normal,Female,Electronic accessories,71.98,9,680.211,2019-01-20,11:53,Cash,647.82,32.391,8.6,01
A,Yangon,Member,Male,Sports and travel,90.92,1,95.466,2019-11-19,09:04,Cash,90.92,4.546,7.5,11
C,Naypyitaw,Normal,Male,Health and beauty,18.57,9,175.4865,2019-07-11,08:44,Credit card,167.13,8.3565,4.2,07
C,Yangon,Member,Female,Sports and travel,96.15,5,504.7875,2019-06-04,10:20,Cash,480.75,24.0375,5.2,06
A,Mandalay,Member,Female,Sports and travel,44.09,7,324.0615,2019-09-03,15:40,Credit card,308.63,15.4315,9.0,09
A,Naypyitaw,Member,Female,Electronic accessories,63.46,10,666.33,2019-04-15,18:58,Ewallet,634.6,31.73,7.3,04
B,Mandalay,Member,Female,Food and beverages,85.18,7,626.073,2019-10-12,07:07,Ewallet,596.26,29.813,7.1,10
C,Mandalay,Normal,Male,Sports and travel,23.64,4,99.288,2019-10-19,03:11,Cash,94.56,4.728,6.6,10
C,Yangon,Member,Female,Health and beauty,58.42,7,429.387,2019-08-21,15:57,Credit card,408.94,20.447,9.1,08
C,Naypyitaw,Member,Female,Food and beverages,27.64,7,203.154,2019-10-26,04:02,Ewallet,193.48,9.674,7.2,10
A,Mandalay,Normal,Male,Electronic accessories,96.13,3,302.8095,2019-08-03,10:12,Ewallet,288.39,14.4195,9.6,08
A,Naypyitaw,Normal,Female,Electronic accessories,85.18,1,89.439,2019-12-10,08:39,Cash,85.18,4.259,8.6,12
B,Yangon,Normal,Female,Health and beauty,36.06,5,189.315,2019-12-28,13:26,Ewallet,180.3,9.015,5.8,12
A,Naypyitaw,Normal,Male,Home and lifestyle,51.27,10,538.335,2019-09-28,04:29,Credit card,512.7,25.635,4.4,09
B,Naypyitaw,Normal,Male,Health and beauty,80.21,2,168.441,2019-10-11,21:34,Ewallet,160.42,8.021,4.5,10
B,Yangon,Member,Male,Electronic accessories,88.84,6,559.692,2019-11-02,11:43,Cash,533.04,26.652,6.2,11
B,Mandalay,Member,Female,Electronic accessories,29.46,4,123.732,2019-07-04,15:23,Ewallet,117.84,5.892,4.5,07
A,Naypyitaw,Normal,Male,Electronic accessories,60.95,2,127.995,2019-05-30,07:14,Credit card,121.9,6.095,6.7,05
B,Mandalay,Member,Male,Home and lifestyle,54.64,9,516.348,2019-11-05,10:24,Ewallet,491.76,24.588,5.7,11
B,Yangon,Normal,Female,Health and beauty,44.51,1,46.7355,2019-02-26,19:09,Ewallet,44.51,2.2255,9.8,02
A,Yangon,Normal,Female,Fashion accessories,91.05,2,191.205,2019-11-20,04:39,Cash,182.1,9.105,9.3,11
C,Naypyitaw,Normal,Male,Health and beauty,12.42,6,78.246,2019-03-27,00:23,Cash,74.52,3.726,9.7,03
C,Naypyitaw,Member,Male,Electronic accessories,49.87,10,523.635,2019-08-05,07:08,Cash,498.7,24.935,4.2,08
A,Naypyitaw,Member,Female,Health and beauty,45.71,5,239.9775,2019-03-08,11:30,Credit card,228.55,11.4275,5.2,03
C,Mandalay,Normal,Female,Fashion accessories,48.81,5,256.2525,2019-12-12,15:13,Ewallet,244.05,12.2025,9.5,12
A,Naypyitaw,Normal,Male,Fashion accessories,18.85,1,19.7925,2019-03-26,11:17,Credit card,18.85,0.9425,7.0,03
C,Mandalay,Normal,Female,Sports and travel,33.48,3,105.462,2019-08-09,08:36,Cash,100.44,5.022,5.6,08
B,Naypyitaw,Member,Male,Electronic accessories,77.81,9,735.3045,2019-10-28,00:05,Cash,700.29,35.0145,9.2,10
A,Yangon,Member,Female,Food and beverages,68.58,3,216.027,2019-05-30,22:34,Ewallet,205.74,10.287,4.4,05
C,Yangon,Normal,Male,Sports and travel,85.52,5,448.98,2019-05-03,19:00,Ewallet,427.6,21.38,7.7,05
A,Yangon,Member,Male,Sports and travel,34.81,6,219.303,2019-03-23,06:08,Cash,208.86,10.443,6.0,03
C,Mandalay,Member,Male,Health and beauty,37.84,7,278.124,2019-05-31,14:30,Cash,264.88,13.244,9.6,05
C,Naypyitaw,Member,Male,Electronic accessories,91.95,7,675.8325,2019-05-24,14:21,Ewallet,643.65,32.1825,9.6,05
C,Yangon,Member,Female,Food and beverages,29.86,8,250.824,2019-07-04,19:22,Cash,238.88,11.944,5.0,07
B,Yangon,Normal,Female,Sports and travel,82.18,2,172.578,2019-08-19,05:02,Credit card,164.36,8.218,5.8,08
C,Naypyitaw,Member,Female,Home and lifestyle,60.02,7,441.147,2019-07-05,15:03,Credit card,420.14,21.007,4.9,07
A,Mandalay,Member,Female,Health and beauty,80.14,9,757.323,2019-10-23,19:11,Credit card,721.26,36.063,5.9,10
A,Mandalay,Member,Male,Fashion accessories,80.48,1,84.504,2019-12-05,01:56,Ewallet,80.48,4.024,5.0,12
B,Mandalay,Normal,Female,Health and beauty,29.76,6,187.488,2019-10-31,05:49,Ewallet,178.56,8.928,6.5,10
B,Yangon,Member,Male,Food and beverages,57.0,1,59.85,2019-09-27,10:36,Credit card,57.0,2.85,6.3,09
C,Mandalay,Member,Male,Fashion accessories,65.99,2,138.579,2019-07-23,04:00,Cash,131.98,6.599,8.5,07
B,Mandalay,Normal,Female,Health and beauty,68.61,1,72.0405,2019-07-16,15:00,Cash,68.61,3.4305,5.3,07
C,Naypyitaw,Member,Male,Electronic accessories,70.85,9,669.5325,2019-07-26,21:19,Credit card,637.65,31.8825,5.0,07
A,Mandalay,Normal,Male,Home and lifestyle,52.29,7,384.3315,2019-10-24,03:14,Ewallet,366.03,18.3015,6.4,10
A,Naypyitaw,Member,Female,Health and beauty,24.81,9,234.4545,2019-07-04,03:29,Credit card,223.29,11.1645,9.7,07
B,Naypyitaw,Normal,Male,Health and beauty,49.88,2,104.748,2019-09-07,14:23,Credit card,99.76,4.988,8.8,09
A,Naypyitaw,Normal,Male,Home and lifestyle,44.69,7,328.4715,2019-02-23,18:49,Ewallet,312.83,15.6415,9.1,02
C,Mandalay,Member,Female,Fashion accessories,35.76,3,112.644,2019-05-07,07:01,Ewallet,107.28,5.364,6.0,05
C,Mandalay,Member,Female,Home and lifestyle,61.54,1,64.617,2019-08-02,16:41,Cash,61.54,3.077,8.7,08
C,Mandalay,Member,Male,Home and lifestyle,66.14,10,694.47,2019-06-17,07:09,Credit card,661.4,33.07,9.8,06
B,Yangon,Normal,Male,Health and beauty,46.62,8,391.608,2019-09-14,10:33,Credit card,372.96,18.648,7.6,09
A,Naypyitaw,Member,Male,Fashion accessories,54.28,6,341.964,2019-10-17,14:03,Cash,325.68,16.284,7.0,10
C,Naypyitaw,Member,Male,Health and beauty,69.34,8,582.456,2019-03-15,20:58,Cash,554.72,27.736,4.0,03
A,Yangon,Normal,Male,Fashion accessories,99.98,1,104.979,2019-08-07,07:46,Ewallet,99.98,4.999,7.2,08
C,Mandalay,Normal,Female,Home and lifestyle,72.56,1,76.188,2019-12-09,07:45,Credit card,72.56,3.628,9.0,12
C,Naypyitaw,Member,Female,Sports and travel,85.93,10,902.265,2019-10-07,22:48,Ewallet,859.3,42.965,9.2,10
C,Yangon,Member,Male,Sports and travel,26.36,10,276.78,2019-05-13,08:06,Ewallet,263.6,13.18,4.1,05
C,Mandalay,Normal,Male,Fashion accessories,48.0,3,151.2,2019-11-29,10:32,Cash,144.0,7.2,9.4,11
A,Yangon,Member,Female,Sports and travel,63.66,6,401.058,2019-06-09,02:51,Credit card,381.96,19.098,9.0,06
B,Yangon,Member,Male,Sports and travel,10.64,8,89.376,2019-08-16,21:14,Credit card,85.12,4.256,7.7,08
A,Mandalay,Member,Female,Food and beverages,74.12,10,778.26,2019-12-03,07:48,Credit card,741.2,37.06,4.2,12
B,Naypyitaw,Member,Female,Health and beauty,74.74,9,706.293,2019-01-15,14:06,Cash,672.66,33.633,4.8,01
B,Yangon,Member,Male,Fashion accessories,94.46,3,297.549,2019-03-06,00:50,Cash,283.38,14.169,6.7,03
A,Naypyitaw,Normal,Male,Sports and travel,43.28,2,90.888,2019-09-25,02:38,Credit card,86.56,4.328,7.9,09
A,Yangon,Normal,Male,Home and lifestyle,88.13,9,832.8285,2019-06-11,16:48,Credit card,793.17,39.6585,6.0,06
B,Mandalay,Member,Female,Health and beauty,30.92,5,162.33,2019-06-04,13:42,Cash,154.6,7.73,8.7,06
B,Mandalay,Normal,Male,Food and beverages,95.69,7,703.3215,2019-07-10,11:57,Cash,669.83,33.4915,10.0,07
A,Naypyitaw,Member,Male,Electronic accessories,10.64,1,11.172,2019-12-08,18:24,Ewallet,10.64,0.532,5.5,12
B,Yangon,Normal,Male,Health and beauty,26.02,1,27.321,2019-06-23,23:40,Ewallet,26.02,1.301,5.8,06
A,Naypyitaw,Member,Female,Electronic accessories,81.59,4,342.678,2019-05-26,21:57,Credit card,326.36,16.318,6.1,05
A,Mandalay,Member,Female,Health and beauty,61.93,10,650.265,2019-01-08,02:41,Ewallet,619.3,30.965,7.2,01
B,Naypyitaw,Normal,Female,Food and beverages,53.89,6,339.507,2019-10-18,07:46,Ewallet,323.34,16.167,6.2,10
C,Mandalay,Normal,Female,Fashion accessories,70.33,9,664.6185,2019-05-03,06:33,Cash,632.97,31.6485,9.0,05
B,Mandalay,Member,Female,Home and lifestyle,73.04,10,766.92,2019-02-08,01:46,Cash,730.4,36.52,5.6,02
A,Mandalay,Normal,Male,Food and beverages,32.91,10,345.555,2019-01-03,01:23,Ewallet,329.1,16.455,9.0,01
A,Mandalay,Member,Female,Sports and travel,45.15,2,94.815,2019-05-25,07:21,Ewallet,90.3,4.515,9.5,05
A,Yangon,Member,Male,Electronic accessories,31.85,2,66.885,2019-10-18,20:07,Credit card,63.7,3.185,9.8,10
A,Yangon,Member,Female,Electronic accessories,13.05,6,82.215,2019-07-30,16:11,Credit card,78.3,3.915,9.8,07
C,Mandalay,Normal,Male,Sports and travel,92.49,9,874.0305,2019-04-02,15:04,Cash,832.41,41.6205,5.4,04
A,Yangon,Normal,Male,Health and beauty,41.1,5,215.775,2019-01-22,20:37,Cash,205.5,10.275,5.6,01
B,Mandalay,Normal,Female,Sports and travel,12.11,1,12.7155,2019-07-22,11:12,Credit card,12.11,0.6055,4.4,07
A,Naypyitaw,Member,Male,Electronic accessories,97.24,3,306.306,2019-07-12,01:08,Cash,291.72,14.586,6.5,07
